id,relative_path,filename,extension,size_bytes,sha256,width_px,height_px,camera_make,camera_model,exif_creation,file_birthtime,file_mtime,gps_latitude,gps_longitude,duplicate_hint_from_name,duplicate_group_id,duplicate_of,session_group_id,session_index,seconds_since_prev,img_number,artifact_group_id,item_title,item_type,subject,location_guess,notes
img_0160,raw/imgs/IMG_3482.jpeg,IMG_3482.jpeg,.jpeg,2971249,aa154a1a9161c4014605d561309b76c46e26b04ddf70ca2f901e86c458ba4065,4032,3024,Apple,iPhone XR,2023:06:22 14:02:48,2023-06-22 14:02:48,2025-12-18 22:52:24,,,False,D0145,,S0042,5,12.0,3482,S0042,,,,,
img_0161,raw/imgs/IMG_3483.jpeg,IMG_3483.jpeg,.jpeg,2999856,585ede0194590ed6bfb40565ff31bddd91cf74ba12f08e66dd3de4a415972b68,4032,3024,Apple,iPhone XR,2023:06:22 14:48:49,2023-06-22 14:48:49,2025-12-18 22:52:24,,,False,D0146,,S0043,1,2761.0,3483,S0043,,,,,
img_0162,raw/imgs/IMG_3484.jpeg,IMG_3484.jpeg,.jpeg,3227904,93ae8a66473f8d489b7fa8ca746c7700386577e18150426640d03e647b6e430a,4032,3024,Apple,iPhone XR,2023:06:22 14:48:53,2023-06-22 14:48:53,2025-12-18 22:52:24,,,False,D0147,,S0043,2,4.0,3484,S0043,,,,,
img_0163,raw/imgs/IMG_3485.jpeg,IMG_3485.jpeg,.jpeg,2176704,df19a7294adc1222fe102963186f33434fb1a23757cc0878cf2d7e7c1728b401,4032,3024,Apple,iPhone XR,2023:06:22 14:49:01,2023-06-22 14:49:01,2025-12-18 22:52:24,,,False,D0148,,S0043,3,8.0,3485,S0043,,,,,
img_0164,raw/imgs/IMG_3486.jpeg,IMG_3486.jpeg,.jpeg,2637192,4d50defe746212baa2a4f494bc09ecc8c55f535f216a0ed795da269afc4c3032,4032,3024,Apple,iPhone XR,2023:06:22 14:58:21,2023-06-22 14:58:21,2025-12-18 22:52:24,,,False,D0149,,S0044,1,560.0,3486,S0044,,,,,
img_0165,raw/imgs/IMG_3487.jpeg,IMG_3487.jpeg,.jpeg,2491837,e83062f883f8163ea1055f799c8eb1887628bed0a31ee3ab9ca01f47fb5e3aeb,4032,3024,Apple,iPhone XR,2023:06:22 14:59:30,2023-06-22 14:59:30,2025-12-18 22:52:24,,,False,D0150,,S0044,2,69.0,3487,S0044,,,,,
img_0166,raw/imgs/IMG_3488.jpeg,IMG_3488.jpeg,.jpeg,1143723,2af91bba20e74e2240bdb8fe32d2d87d282eb83c909481e770ef029db9b9b140,4032,3024,Apple,iPhone XR,2023:06:22 14:59:47,2023-06-22 14:59:47,2025-12-18 22:52:25,,,False,D0151,,S0044,3,17.0,3488,S0044,,,,,
img_0167,raw/imgs/IMG_3489.jpeg,IMG_3489.jpeg,.jpeg,2409070,e505f866ca49a111a99c0dccfcbfa7004fe107ece56f2f67ccc384f0cf6b0496,4032,3024,Apple,iPhone XR,2023:06:22 15:15:38,2023-06-22 15:15:38,2025-12-18 22:52:26,,,False,D0152,,S0045,1,951.0,3489,S0045,,,,,
img_0168,raw/imgs/IMG_3490.jpeg,IMG_3490.jpeg,.jpeg,2423948,cb85f62b9d7d02d4decfb93aa88aef33ace4b81882884813802ed3bbf17f672f,4032,3024,Apple,iPhone XR,2023:06:22 15:15:40,2023-06-22 15:15:40,2025-12-18 22:52:27,,,False,D0153,,S0045,2,2.0,3490,S0045,,,,,
img_0169,raw/imgs/IMG_3491.jpeg,IMG_3491.jpeg,.jpeg,4162067,4eb88b4520a86520fa434c334b13a134615466c2869250d45d2a76b3bbfccf72,4032,3024,Apple,iPhone XR,2023:06:22 15:33:31,2023-06-22 15:33:31,2025-12-18 22:52:28,,,False,D0154,,S0046,1,1071.0,3491,S0046,,,,,
img_0170,raw/imgs/IMG_3492.jpeg,IMG_3492.jpeg,.jpeg,4329616,361a78392d9ceb71bae1d7dc5a13689b801f6b0b81c713760d0d8daf9eddfd3c,3024,4032,Apple,iPhone XR,2023:06:22 15:34:32,2023-06-22 15:34:32,2025-12-18 22:52:28,,,False,D0155,,S0046,2,61.0,3492,S0046,,,,,
img_0171,raw/imgs/IMG_3493.jpeg,IMG_3493.jpeg,.jpeg,3630503,aaf38132ad72e672df932b167c5a140b07f1c4c81bbee5eb4c596d7b7492e916,3024,4032,Apple,iPhone XR,2023:06:22 15:34:33,2023-06-22 15:34:33,2025-12-18 22:52:28,,,False,D0156,,S0046,3,1.0,3493,S0046,,,,,
img_0172,raw/imgs/IMG_3847.jpeg,IMG_3847.jpeg,.jpeg,3160444,975cb337c9644d9d6a3639440cf50613baf8759b7b263d4bfd79b8dfe2ccc502,4032,3024,Apple,iPhone XR,2023:07:27 14:28:35,2023-07-27 14:28:35,2025-12-18 22:52:28,,,False,D0157,,S0047,1,3020042.0,3847,S0047,,,,,
img_0173,raw/imgs/IMG_3848.jpeg,IMG_3848.jpeg,.jpeg,2691399,bb5704f424e9edc12b1729716dcaf9d5117d5ca5e69f3bc4cc48770e95b07c32,4032,3024,Apple,iPhone XR,2023:07:27 14:28:39,2023-07-27 14:28:39,2025-12-18 22:52:28,,,False,D0158,,S0047,2,4.0,3848,S0047,,,,,
img_0174,raw/imgs/IMG_3849.jpeg,IMG_3849.jpeg,.jpeg,2997186,628205d432425884d85dc94b57c99109532d0134d434ded0c2bd12a4f70a30bd,4032,3024,Apple,iPhone XR,2023:07:27 14:38:51,2023-07-27 14:38:51,2025-12-18 22:52:28,,,False,D0159,,S0048,1,612.0,3849,S0048,,,,,
img_0175,raw/imgs/IMG_3850.jpeg,IMG_3850.jpeg,.jpeg,2888413,c1d2f5bd962b75efa1c950bc874f1bb56ff4c4ed146de834b9e92ec30382e150,4032,3024,Apple,iPhone XR,2023:07:27 14:43:19,2023-07-27 14:43:19,2025-12-18 22:52:29,,,False,D0160,,S0049,1,268.0,3850,S0049,,,,,
img_0176,raw/imgs/IMG_3851.jpeg,IMG_3851.jpeg,.jpeg,3452415,f0626bb262de51596384639a6220171af9de7304ee5824df6333a43032f98f67,4032,3024,Apple,iPhone XR,2023:07:27 14:46:37,2023-07-27 14:46:37,2025-12-18 22:52:29,,,False,D0161,,S0050,1,198.0,3851,S0050,,,,,
img_0177,raw/imgs/IMG_3852.jpeg,IMG_3852.jpeg,.jpeg,2730213,b4d0e97fc52284762f27c7eafcf8a2b750b16573a98d64ad5aeeb68fd2cf0314,4032,3024,Apple,iPhone XR,2023:07:27 14:49:03,2023-07-27 14:49:03,2025-12-18 22:52:30,,,False,D0162,,S0051,1,146.0,3852,S0051,,,,,
img_0178,raw/imgs/IMG_3853.jpeg,IMG_3853.jpeg,.jpeg,2177827,106181b166d9a2a15ff7ad2f87e44be6bddacbccb5e3057b1999fa520a82c03b,4032,3024,Apple,iPhone XR,2023:07:27 15:03:48,2023-07-27 15:03:48,2025-12-18 22:52:31,,,False,D0163,,S0052,1,885.0,3853,S0052,,,,,
img_0179,raw/imgs/IMG_3854.jpeg,IMG_3854.jpeg,.jpeg,1523335,9358d9d84fbe14c02285db3ea68a5607b29ac3cfa65515910872aef4f856c2c5,4032,3024,Apple,iPhone XR,2023:07:27 15:11:04,2023-07-27 15:11:04,2025-12-18 22:52:31,,,False,D0164,,S0053,1,436.0,3854,S0053,,,,,
img_0180,raw/imgs/IMG_3855.jpeg,IMG_3855.jpeg,.jpeg,1636193,f362691e6d9988cb45e5c06b47e09891165fc703188dca101ddb5b8d6d9a2346,4032,3024,Apple,iPhone XR,2023:07:27 15:11:16,2023-07-27 15:11:16,2025-12-18 22:52:32,,,False,D0165,,S0053,2,12.0,3855,S0053,,,,,
img_0181,raw/imgs/IMG_3856.jpeg,IMG_3856.jpeg,.jpeg,1577014,4eacf230ed47bcff6f68bb73c42e90b673c140d64ccf4c063637d0ed0e2c6e72,4032,3024,Apple,iPhone XR,2023:07:27 15:11:28,2023-07-27 15:11:28,2025-12-18 22:52:33,,,False,D0166,,S0053,3,12.0,3856,S0053,,,,,
img_0182,raw/imgs/IMG_3857.jpeg,IMG_3857.jpeg,.jpeg,1324484,798191d9763fd5d6082701c7605844df8329d1c163fc8b2477525597012b0abe,4032,3024,Apple,iPhone XR,2023:07:27 15:11:45,2023-07-27 15:11:45,2025-12-18 22:52:34,,,False,D0167,,S0053,4,17.0,3857,S0053,,,,,
img_0183,raw/imgs/IMG_3858.jpeg,IMG_3858.jpeg,.jpeg,1085333,d16b29f1967546633384f339002796f3d797ab03d0e4f4a651e039d32e4cad90,4032,3024,Apple,iPhone XR,2023:07:27 15:12:00,2023-07-27 15:12:00,2025-12-18 22:52:35,,,False,D0168,,S0053,5,15.0,3858,S0053,,,,,
img_0184,raw/imgs/IMG_3859.jpeg,IMG_3859.jpeg,.jpeg,1249755,f76635421ea56da58dd7e99606be41b61e3f734d0c7c4584cc2dde3ecf415fb5,3024,4032,Apple,iPhone XR,2023:07:27 15:13:15,2023-07-27 15:13:15,2025-12-18 22:52:35,,,False,D0169,,S0053,6,75.0,3859,S0053,,,,,
img_0185,raw/imgs/IMG_3860.jpeg,IMG_3860.jpeg,.jpeg,1252337,4de1f9937f763456511b5b8ef44d709c1b4eb237aaf7d82e0a8207291d3d9984,3024,4032,Apple,iPhone XR,2023:07:27 15:14:20,2023-07-27 15:14:20,2025-12-18 22:52:35,,,False,D0170,,S0053,7,65.0,3860,S0053,,,,,
img_0186,raw/imgs/IMG_3861.jpeg,IMG_3861.jpeg,.jpeg,1385844,64b342d3a8095fbe8b6c1fc86d529421822e302281332f5effb0eef31d73298d,3024,4032,Apple,iPhone XR,2023:07:27 15:14:33,2023-07-27 15:14:33,2025-12-18 22:52:36,,,False,D0171,,S0053,8,13.0,3861,S0053,,,,,
img_0187,raw/imgs/IMG_3862.jpeg,IMG_3862.jpeg,.jpeg,1460570,620eb894533579dfdad6d1df8f2d2484592fa7ba8905bb3d941b0ba5f42b9dce,3024,4032,Apple,iPhone XR,2023:07:27 15:15:20,2023-07-27 15:15:20,2025-12-18 22:52:36,,,False,D0172,,S0053,9,47.0,3862,S0053,,,,,
img_0188,raw/imgs/IMG_3863.jpeg,IMG_3863.jpeg,.jpeg,1340322,45c370505ac4b0027fb11627699b0de775856db38ccd30dd8ae7221813f5b095,3024,4032,Apple,iPhone XR,2023:07:27 15:15:57,2023-07-27 15:15:57,2025-12-18 22:52:36,,,False,D0173,,S0053,10,37.0,3863,S0053,,,,,
img_0189,raw/imgs/IMG_3864.jpeg,IMG_3864.jpeg,.jpeg,2186530,36beca316083f1a3e31acf38eb84f7e03c9dd4a4d660c04d9673b21d85406174,4032,3024,Apple,iPhone XR,2023:07:27 15:16:26,2023-07-27 15:16:26,2025-12-18 22:52:36,,,False,D0174,,S0053,11,29.0,3864,S0053,,,,,
img_0190,raw/imgs/IMG_3865.jpeg,IMG_3865.jpeg,.jpeg,2296785,93d917124d03f786d72a3f686e9c56bb446c22c2c50f81c0fe4139076da142c2,4032,3024,Apple,iPhone XR,2023:07:27 15:17:39,2023-07-27 15:17:39,2025-12-18 22:52:37,,,False,D0175,,S0053,12,73.0,3865,S0053,,,,,
img_0191,raw/imgs/IMG_3866.jpeg,IMG_3866.jpeg,.jpeg,1840311,a88dd2a4084b9cc3b454ead8c644ab9a42521069ac46d366642666fe3edfe925,4032,3024,Apple,iPhone XR,2023:07:27 15:17:42,2023-07-27 15:17:42,2025-12-18 22:52:38,,,False,D0176,,S0053,13,3.0,3866,S0053,,,,,
img_0192,raw/imgs/IMG_3867.jpeg,IMG_3867.jpeg,.jpeg,1793870,37acf321e93d035669ca02acad1643764497b5b14280d68914ca0d0b7b03a188,4032,3024,Apple,iPhone XR,2023:07:27 15:17:54,2023-07-27 15:17:54,2025-12-18 22:52:39,,,False,D0177,,S0053,14,12.0,3867,S0053,,,,,
img_0193,raw/imgs/IMG_3868.jpeg,IMG_3868.jpeg,.jpeg,924505,754114721d3f1d92fe95df3070121d2dd1b48ed3f53d36cad07995f361c92d49,4032,3024,Apple,iPhone XR,2023:07:27 15:20:12,2023-07-27 15:20:12,2025-12-18 22:52:39,,,False,D0178,,S0054,1,138.0,3868,S0054,,,,,
img_0194,raw/imgs/IMG_3869.jpeg,IMG_3869.jpeg,.jpeg,1623205,6f740e7f4f02f503ee549278a12b06c9617f43d7d2bb833e96fb94ddd145a988,4032,3024,Apple,iPhone XR,2023:07:27 15:21:16,2023-07-27 15:21:16,2025-12-18 22:52:41,,,False,D0179,,S0054,2,64.0,3869,S0054,,,,,
img_0195,raw/imgs/IMG_3870.jpeg,IMG_3870.jpeg,.jpeg,1923651,12358d5660865cfc1c3f6c1888c483b059fb17de8920c6efdedb53ed1a1427a9,4032,3024,Apple,iPhone XR,2023:07:27 15:21:51,2023-07-27 15:21:51,2025-12-18 22:52:42,,,False,D0180,,S0054,3,35.0,3870,S0054,,,,,
img_0196,raw/imgs/IMG_3871.jpeg,IMG_3871.jpeg,.jpeg,1725056,3351254f234dce3cc442dfae66034b01535b3329953064f8003ad899220c6ca3,4032,3024,Apple,iPhone XR,2023:07:27 15:22:11,2023-07-27 15:22:11,2025-12-18 22:52:44,,,False,D0181,,S0054,4,20.0,3871,S0054,,,,,
img_0197,raw/imgs/IMG_3872.jpeg,IMG_3872.jpeg,.jpeg,1926752,88ad092d875f384fb3568e0ff417414ca8c43e3afbe8a860af48142cbcecb07a,4032,3024,Apple,iPhone XR,2023:07:27 15:22:27,2023-07-27 15:22:27,2025-12-18 22:52:45,,,False,D0182,,S0054,5,16.0,3872,S0054,,,,,
img_0198,raw/imgs/IMG_3873.jpeg,IMG_3873.jpeg,.jpeg,2427385,61957e29eee19c62cf37a8819018a50160ad4b7d9d593862f6b172eb657de1b4,3024,4032,Apple,iPhone XR,2023:07:27 15:32:20,2023-07-27 15:32:20,2025-12-18 22:52:45,,,False,D0183,,S0055,1,593.0,3873,S0055,,,,,
img_0199,raw/imgs/IMG_3874.jpeg,IMG_3874.jpeg,.jpeg,1563113,9945d612f592b8589faa60e7c9a9220536498bb2cd1a1f43a6bb17a008e22e8e,4032,3024,Apple,iPhone XR,2023:07:27 15:33:42,2023-07-27 15:33:42,2025-12-18 22:52:46,,,False,D0184,,S0055,2,82.0,3874,S0055,,,,,
img_0200,raw/imgs/IMG_3875.jpeg,IMG_3875.jpeg,.jpeg,1337648,167f41c262ac5738dcd2c8a62f605fd269b9e4b11f528b7c006e9360a0452260,4032,3024,Apple,iPhone XR,2023:07:27 15:44:59,2023-07-27 15:44:59,2025-12-18 22:52:46,,,False,D0185,,S0056,1,677.0,3875,S0056,,,,,
img_0201,raw/imgs/IMG_3876.jpeg,IMG_3876.jpeg,.jpeg,1186573,f755dabf1987d210a505fdc1ab156337e5de173c8c586f95c8db5f43a6477d81,3024,4032,Apple,iPhone XR,2023:07:27 15:45:15,2023-07-27 15:45:15,2025-12-18 22:52:46,,,False,D0186,,S0056,2,16.0,3876,S0056,,,,,
img_0202,raw/imgs/IMG_3877.jpeg,IMG_3877.jpeg,.jpeg,1362461,347f441fd868f1bed8bd786b4a3be677bf623ab220eec373b90729787f3e8938,3024,4032,Apple,iPhone XR,2023:07:27 15:45:24,2023-07-27 15:45:24,2025-12-18 22:52:46,,,False,D0187,,S0056,3,9.0,3877,S0056,,,,,
img_0203,raw/imgs/IMG_3878.jpeg,IMG_3878.jpeg,.jpeg,1510746,b06aa692610235a2bf55eba60e8c38133ca337e132831f74cfc2ae65c9cff654,3024,4032,Apple,iPhone XR,2023:07:27 15:45:33,2023-07-27 15:45:33,2025-12-18 22:52:47,,,False,D0188,,S0056,4,9.0,3878,S0056,,,,,
img_0204,raw/imgs/IMG_3879.jpeg,IMG_3879.jpeg,.jpeg,1816639,a58af9fe37e0af119a214d78d3a4369a8d778fe6ab5aecb31fb7e9d8765441d9,3024,4032,Apple,iPhone XR,2023:07:27 15:45:46,2023-07-27 15:45:46,2025-12-18 22:52:47,,,False,D0189,,S0056,5,13.0,3879,S0056,,,,,
img_0205,raw/imgs/IMG_3880.jpeg,IMG_3880.jpeg,.jpeg,1487525,befa93ef5c027d7822e65dde62437beed770257df809781704d06d0562da9555,4032,3024,Apple,iPhone XR,2023:07:27 15:48:15,2023-07-27 15:48:15,2025-12-18 22:52:48,,,False,D0190,,S0057,1,149.0,3880,S0057,,,,,
img_0206,raw/imgs/IMG_3881.jpeg,IMG_3881.jpeg,.jpeg,2055055,4e9722709ecad56f422170be25c4bab0fce4d7d3584d49834d85acc70a913419,4032,3024,Apple,iPhone XR,2023:07:27 15:52:01,2023-07-27 15:52:01,2025-12-18 22:52:49,,,False,D0191,,S0058,1,226.0,3881,S0058,,,,,
img_0207,raw/imgs/IMG_3882.jpeg,IMG_3882.jpeg,.jpeg,2851413,c1d783681967d2cd033013732ad87ddc3fa704c32c55706576b77c68b7657587,4032,3024,Apple,iPhone XR,2023:07:27 15:59:39,2023-07-27 15:59:39,2025-12-18 22:52:50,,,False,D0192,,S0059,1,458.0,3882,S0059,,,,,
img_0208,raw/imgs/IMG_3883.jpeg,IMG_3883.jpeg,.jpeg,3179543,3c07b4584fe4c22a5fb8a728ec773f8c3e9bcc8026bf606eaf29ac3465cc81bc,4032,3024,Apple,iPhone XR,2023:07:27 15:59:44,2023-07-27 15:59:44,2025-12-18 22:52:50,,,False,D0193,,S0059,2,5.0,3883,S0059,,,,,
